食品名,水分,トリアシルグリセロール当量,脂質,脂肪酸総量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,n-3系脂肪酸,n-6系脂肪酸
単位,g,g,g,g,g,g,g,g,g
とうがらし　果実　乾,8.8,(4.4),12.0,(4.22),(1.37),(0.14),(2.72),(0.68),(2.04)
とうがん　果実　生,95.2,(0.1),0.1,(0.07),(0.01),(0.02),(0.04),(0),(0.04)
とうがん　果実　ゆで,95.3,(0.1),0.1,(0.07),(0.01),(0.02),(0.04),(0),(0.04)
（とうもろこし類）　スイートコーン　未熟種子　生,77.1,1.3,1.7,1.29,0.26,0.49,0.54,0.02,0.53
（とうもろこし類）　スイートコーン　未熟種子　ゆで,75.4,(1.3),1.7,(1.29),(0.26),(0.49),(0.54),(0.02),(0.53)
（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,73.5,(1.7),2.2,(1.65),(0.33),(0.63),(0.69),(0.02),(0.67)
（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,75.6,1.4,1.5,1.30,0.29,0.44,0.57,0.02,0.55
（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,75.5,1.1,1.3,1.03,0.23,0.32,0.48,0.02,0.46
（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,76.5,1.2,1.5,1.16,0.25,0.37,0.54,0.02,0.52
（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,71.8,5.0,5.8,4.80,0.52,2.66,1.62,0.33,1.29
（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,78.2,(0.5),0.5,(0.46),(0.08),(0.15),(0.24),(0.01),(0.23)
（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,78.4,(0.5),0.5,(0.47),(0.10),(0.15),(0.21),(0.01),(0.20)
（とうもろこし類）　ヤングコーン　幼雌穂　生,90.9,(0.2),0.2,(0.15),(0.03),(0.06),(0.06),(Tr),(0.06)
（トマト類）　赤色トマト　果実　生,94.0,0.1,0.1,0.05,0.02,0.01,0.03,Tr,0.02
（トマト類）　赤色ミニトマト　果実　生,91.0,(0.1),0.1,(0.05),(0.02),(0.01),(0.03),(Tr),(0.02)
（トマト類）　ドライトマト,9.5,1.1,2.1,1.04,0.30,0.15,0.60,0.06,0.53
（トマト類）　加工品　ホール　食塩無添加,93.3,(0.1),0.2,(0.11),(0.03),(0.02),(0.06),(0.01),(0.05)
（トマト類）　加工品　トマトジュース　食塩添加,94.1,(0.1),0.1,(0.05),(0.02),(0.01),(0.03),(Tr),(0.02)
トレビス　葉　生,94.1,0.1,0.2,0.07,0.02,Tr,0.05,0.02,0.03
とんぶり　ゆで,76.7,2.6,3.5,2.51,0.36,0.50,1.65,0.15,1.50
ながさきはくさい　葉　生,93.9,(Tr),0.1,(0.04),(0.01),(Tr),(0.03),(0.02),(Tr)
ながさきはくさい　葉　ゆで,93.2,(Tr),0.1,(0.04),(0.01),(Tr),(0.03),(0.02),(Tr)
（なす類）　なす　果実　生,93.2,Tr,0.1,0.03,0.03,Tr,Tr,0,Tr
（なす類）　なす　果実　ゆで,94.0,(Tr),0.1,(0.03),(0.03),(Tr),(Tr),(0),(Tr)
（なす類）　なす　果実　油いため,85.8,(5.5),5.8,(5.30),(0.43),(3.39),(1.48),(0.42),(1.05)
（なす類）　なす　果実　天ぷら,71.9,13.1,14.0,12.49,0.97,8.13,3.39,1.03,2.36
（なす類）　べいなす　果実　生,93.0,(Tr),0.1,(0.03),(0.03),(Tr),(Tr),(0),(Tr)
（なす類）　べいなす　果実　素揚げ,74.8,(16.5),17.0,(15.79),(1.22),(10.16),(4.42),(1.27),(3.14)
（なす類）　漬物　塩漬,90.4,(Tr),0.1,(0.03),(0.03),(Tr),(Tr),(0),(Tr)
（なばな類）　和種なばな　花らい・茎　生,88.4,(0.1),0.2,(0.10),(0.02),(Tr),(0.08),(0.06),(0.01)
（なばな類）　和種なばな　花らい・茎　ゆで,90.2,(0.1),0.1,(0.05),(0.01),(Tr),(0.04),(0.03),(Tr)
（なばな類）　洋種なばな　茎葉　生,88.3,(0.2),0.4,(0.20),(0.04),(0.01),(0.15),(0.11),(0.02)
（なばな類）　洋種なばな　茎葉　ゆで,90.0,(0.2),0.4,(0.20),(0.04),(0.01),(0.15),(0.11),(0.02)
にがうり　果実　生,94.4,(0.1),0.1,(0.07),(0.01),(0.02),(0.04),(0),(0.04)
にがうり　果実　油いため,90.3,(3.2),3.3,(3.05),(0.23),(1.94),(0.88),(0.24),(0.64)
（にら類）　にら　葉　生,92.6,(0.1),0.3,(0.13),(0.04),(0.01),(0.08),(0.04),(0.04)
（にら類）　にら　葉　ゆで,89.8,(0.2),0.5,(0.21),(0.06),(0.01),(0.14),(0.07),(0.07)
（にら類）　にら　葉　油いため,85.8,(5.4),5.7,(5.17),(0.42),(3.24),(1.50),(0.46),(1.05)
（にら類）　花にら　花茎・花らい　生,91.4,(0.1),0.2,(0.08),(0.02),(0.01),(0.05),(0.03),(0.03)
（にら類）　黄にら　葉　生,94.0,(Tr),0.1,(0.04),(0.01),(Tr),(0.03),(0.01),(0.01)
（にんじん類）　にんじん　根　皮つき　生,89.1,0.1,0.2,0.08,0.02,Tr,0.06,0.01,0.05
（にんじん類）　にんじん　根　皮つき　ゆで,90.2,(0.1),0.2,(0.11),(0.03),(Tr),(0.08),(0.01),(0.07)
（にんじん類）　にんじん　根　皮なし　生,89.6,0.1,0.2,0.09,0.03,Tr,0.06,Tr,0.06
（にんじん類）　にんじん　根　皮なし　ゆで,90.0,(0.1),0.1,(0.05),(0.01),(Tr),(0.04),(Tr),(0.04)
（にんじん類）　にんじん　根　皮なし　油いため,79.1,(6.1),6.4,(5.88),(0.46),(3.75),(1.68),(0.47),(1.21)
（にんじん類）　にんじん　根　皮なし　素揚げ,80.6,3.3,3.5,3.12,0.26,1.97,0.89,0.26,0.63
（にんじん類）　にんじん　根　皮なし　カット　常法洗浄,91.5,0.1,0.2,0.07,0.03,Tr,0.04,Tr,0.03
（にんじん類）　にんじん　根　皮なし　カット　次亜塩素酸洗浄,91.5,0.1,0.2,0.07,0.03,Tr,0.04,Tr,0.04
（にんじん類）　にんじん　根　冷凍,90.2,0.1,0.2,0.11,0.03,Tr,0.08,0.01,0.08
（にんじん類）　にんじん　根　冷凍　ゆで,91.7,0.1,0.2,0.13,0.03,0.01,0.09,0.01,0.09
（にんじん類）　にんじん　根　冷凍　油いため,85.2,3.8,4.0,3.61,0.29,2.19,1.12,0.32,0.81
（にんじん類）　にんじん　グラッセ,83.8,1.1,1.4,1.08,0.71,0.27,0.10,0.01,0.09
（にんじん類）　にんじん　ジュース　缶詰,92.0,(Tr),0.1,(0.04),(0.01),(Tr),(0.03),(Tr),(0.03)
（にんじん類）　きんとき　根　皮つき　生,87.3,0.1,0.2,0.05,0.01,Tr,0.04,Tr,0.03
（にんじん類）　きんとき　根　皮つき　ゆで,87.7,0.1,0.2,0.07,0.02,Tr,0.05,0.01,0.05
（にんじん類）　きんとき　根　皮なし　生,87.1,0.1,0.3,0.08,0.02,Tr,0.06,0.01,0.05
（にんじん類）　きんとき　根　皮なし　ゆで,87.1,0.1,0.4,0.11,0.02,Tr,0.08,0.01,0.07
（にんじん類）　ミニキャロット　根　生,90.9,(0.1),0.2,(0.09),(0.02),(Tr),(0.07),(0.01),(0.06)
（にんにく類）　にんにく　りん茎　生,63.9,0.5,0.9,0.44,0.13,0.03,0.29,0.03,0.26
（にんにく類）　にんにく　りん茎　油いため,53.7,(5.2),5.9,(5.01),(0.49),(2.92),(1.60),(0.40),(1.20)
（にんにく類）　茎にんにく　花茎　生,86.7,(0.1),0.3,(0.13),(0.04),(0.01),(0.08),(0.04),(0.04)
（にんにく類）　茎にんにく　花茎　ゆで,86.9,(0.1),0.2,(0.08),(0.02),(0.01),(0.05),(0.03),(0.03)
（ねぎ類）　根深ねぎ　葉　軟白　生,89.6,Tr,0.1,0.03,0.02,Tr,0.02,Tr,0.01
（ねぎ類）　根深ねぎ　葉　軟白　ゆで,91.4,(Tr),0.1,(0.02),(0.01),(Tr),(0.01),(0),(0.01)
（ねぎ類）　根深ねぎ　葉　軟白　油いため,83.9,(4.1),4.4,(3.91),(0.32),(2.48),(1.10),(0.31),(0.79)
（ねぎ類）　葉ねぎ　葉　生,90.5,0.1,0.3,0.11,0.03,0.01,0.07,0.04,0.04
（ねぎ類）　葉ねぎ　葉　油いため,83.9,(4.9),5.2,(4.70),(0.38),(2.95),(1.37),(0.41),(0.95)
（ねぎ類）　こねぎ　葉　生,91.3,(0.1),0.3,(0.13),(0.04),(0.01),(0.08),(0.04),(0.04)
のざわな　葉　生,94.0,(0.1),0.1,(0.05),(0.01),(Tr),(0.04),(0.03),(Tr)
のざわな　漬物　塩漬,91.8,(0.1),0.1,(0.05),(0.01),(Tr),(0.04),(0.03),(Tr)
のびる　りん茎葉　生,80.2,(0.1),0.2,(0.14),(0.03),(0.03),(0.08),(Tr),(0.07)
はくさい　結球葉　生,95.2,Tr,0.1,0.04,0.01,Tr,0.03,0.02,Tr
はくさい　結球葉　ゆで,95.4,(Tr),0.1,(0.04),(0.01),(Tr),(0.03),(0.02),(Tr)
はくさい　漬物　塩漬,92.1,(Tr),0.1,(0.04),(0.01),(Tr),(0.03),(0.02),(Tr)
パクチョイ　葉　生,94.0,(0.1),0.2,(0.14),(0.03),(0.02),(0.10),(0.06),(0.04)
バジル　葉　生,91.5,(0.5),0.6,(0.49),(0.04),(0.08),(0.36),(0.30),(0.07)
パセリ　葉　生,84.7,(0.5),0.7,(0.49),(0.12),(0.26),(0.11),(0.01),(0.10)
はつかだいこん　根　生,95.3,(0.1),0.1,(0.10),(0.03),(0.02),(0.05),(0.03),(0.02)
はやとうり　果実　白色種　生,94.0,(0.1),0.1,(0.07),(0.02),(0.01),(0.04),(0.03),(0.02)
ビーツ　根　生,87.6,(0.1),0.1,(0.07),(0.02),(0.02),(0.04),(Tr),(0.03)
ビーツ　根　ゆで,86.9,(0.1),0.1,(0.07),(0.02),(0.02),(0.04),(Tr),(0.03)
（ピーマン類）　青ピーマン　果実　生,93.4,0.1,0.2,0.07,0.02,Tr,0.05,0.01,0.03
（ピーマン類）　青ピーマン　果実　油いため,89.0,(4.1),4.3,(3.89),(0.31),(2.47),(1.12),(0.32),(0.80)
（ピーマン類）　赤ピーマン　果実　生,91.1,(0.2),0.2,(0.15),(0.04),(Tr),(0.10),(0.04),(0.07)
（ピーマン類）　赤ピーマン　果実　油いため,86.6,(4.1),4.3,(3.89),(0.31),(2.47),(1.12),(0.32),(0.79)
（ピーマン類）　オレンジピーマン　果実　生,94.2,0.1,0.3,0.13,0.04,0.01,0.08,0.03,0.05
（ピーマン類）　黄ピーマン　果実　生,92.0,(0.1),0.2,(0.07),(0.02),(Tr),(0.05),(0.01),(0.03)
（ピーマン類）　黄ピーマン　果実　油いため,87.6,(4.1),4.3,(3.89),(0.31),(2.47),(1.12),(0.32),(0.80)
ひろしまな　葉　生,92.7,(0.1),0.2,(0.08),(0.02),(0.01),(0.05),(0.05),(0.01)
ひろしまな　塩漬,92.7,(0.2),0.2,(0.18),(0.02),(0.08),(0.08),(0.01),(0.07)
ふじまめ　若ざや　生,89.2,(0.1),0.1,(0.10),(0.04),(0.05),(Tr),(Tr),(0)
ふだんそう　葉　生,92.2,(0.1),0.1,(0.07),(0.02),(0.02),(0.04),(Tr),(0.03)
ふだんそう　葉　ゆで,90.4,(0.1),0.1,(0.07),(0.02),(0.02),(0.04),(Tr),(0.03)
ブロッコリー　花序　生,86.2,0.3,0.6,0.24,0.07,0.06,0.11,0.08,0.03
ブロッコリー　花序　ゆで,89.9,(0.2),0.4,(0.19),(0.05),(0.05),(0.08),(0.06),(0.03)
ブロッコリー　芽ばえ　生,94.3,(0.3),0.6,(0.26),(0.08),(0.07),(0.12),(0.08),(0.04)
へちま　果実　生,94.9,(0.1),0.1,(0.07),(0.01),(0.02),(0.04),(0),(0.04)
へちま　果実　ゆで,94.2,(0.1),0.1,(0.07),(0.01),(0.02),(0.04),(0),(0.04)
ほうれんそう　葉　通年平均　生,92.4,0.2,0.4,0.22,0.04,0.02,0.17,0.12,0.04
ほうれんそう　葉　通年平均　ゆで,91.5,(0.3),0.5,(0.28),(0.05),(0.02),(0.21),(0.15),(0.04)
ほうれんそう　葉　通年平均　油いため,82.0,(7.6),8.1,(7.25),(0.58),(4.46),(2.21),(0.75),(1.43)
ほうれんそう　葉　冷凍,92.2,0.2,0.3,0.17,0.03,0.01,0.12,0.09,0.02
ほうれんそう　葉　冷凍　ゆで,90.6,0.4,0.5,0.34,0.06,0.02,0.25,0.18,0.05
ほうれんそう　葉　冷凍　油いため,84.6,4.1,4.5,3.90,0.31,2.35,1.23,0.48,0.73
ホースラディシュ　根茎　生,77.3,(0.3),0.3,(0.24),(0.04),(0.06),(0.15),(0.02),(0.12)
まこも　茎　生,93.5,0.1,0.2,0.10,0.05,0.01,0.04,Tr,0.03
みずかけな　葉　生,91.1,(0.1),0.1,(0.05),(0.01),(Tr),(0.04),(0.03),(Tr)
みぶな　葉　生,93.9,(0.1),0.3,(0.13),(0.02),(0.01),(0.10),(0.08),(0.01)
むかご　肉芽　生,75.1,0.1,0.2,0.11,0.03,0.01,0.06,0.01,0.05
めキャベツ　結球葉　生,83.2,(0.1),0.1,(0.08),(0.02),(0.01),(0.05),(0.03),(0.02)
めキャベツ　結球葉　ゆで,83.8,(0.1),0.1,(0.08),(0.02),(0.01),(0.05),(0.03),(0.02)
（もやし類）　アルファルファもやし　生,96.0,(0.1),0.1,(0.08),(0.01),(0.01),(0.06),(0.03),(0.03)
（もやし類）　だいずもやし　生,92.0,1.2,1.4,1.13,0.19,0.18,0.76,0.13,0.63
（もやし類）　だいずもやし　ゆで,93.0,(1.3),1.6,(1.25),(0.21),(0.21),(0.83),(0.14),(0.68)
（もやし類）　だいずもやし　油いため,86.9,(2.3),4.5,(2.24),(0.41),(0.25),(1.58),(0.36),(1.22)
（もやし類）　りょくとうもやし　生,95.4,(0.1),0.1,(0.09),(0.03),(0.02),(0.04),(0.01),(0.03)
（もやし類）　りょくとうもやし　油いため,91.0,(1.0),2.8,(0.98),(0.19),(0.05),(0.73),(0.21),(0.52)
モロヘイヤ　茎葉　生,86.1,(0.4),0.5,(0.35),(0.08),(0.03),(0.24),(Tr),(0.23)
モロヘイヤ　茎葉　ゆで,91.3,(0.3),0.4,(0.28),(0.06),(0.03),(0.19),(Tr),(0.19)
らっかせい　未熟豆　生,50.1,(23.9),24.2,(22.84),(4.24),(11.60),(7.00),(0.04),(6.96)
らっかせい　未熟豆　ゆで,51.3,(23.2),23.5,(22.18),(4.12),(11.26),(6.80),(0.04),(6.76)
（らっきょう類）　らっきょう　りん茎　生,68.3,(0.1),0.2,(0.14),(0.03),(0.03),(0.08),(Tr),(0.07)
（らっきょう類）　らっきょう　甘酢漬,67.5,(0.2),0.3,(0.21),(0.05),(0.04),(0.12),(0.01),(0.11)
（らっきょう類）　エシャレット　りん茎　生,79.1,(0.1),0.2,(0.14),(0.03),(0.03),(0.08),(Tr),(0.07)
リーキ　りん茎葉　生,90.8,(0.1),0.1,(0.07),(0.01),(Tr),(0.06),(0.03),(0.02)
リーキ　りん茎葉　ゆで,91.3,(0.1),0.1,(0.07),(0.01),(Tr),(0.06),(0.03),(0.02)
ルッコラ　葉　生,92.7,0.1,0.4,0.13,0.05,0.01,0.07,0.05,0.01
ルバーブ　葉柄　生,92.1,(0.1),0.1,(0.10),(0.03),(0.02),(0.05),(0),(0.05)
ルバーブ　葉柄　ゆで,94.1,(0.1),0.1,(0.10),(0.03),(0.02),(0.05),(0),(0.05)
（レタス類）　レタス　土耕栽培　結球葉　生,95.9,Tr,0.1,0.04,0.01,Tr,0.03,0.01,0.01
（レタス類）　レタス　水耕栽培　結球葉　生,95.3,(0.1),0.2,(0.07),(0.02),(Tr),(0.05),(0.03),(0.02)
（レタス類）　サラダな　葉　生,94.9,0.1,0.2,0.08,0.01,Tr,0.06,0.05,0.02
（レタス類）　リーフレタス　葉　生,94.0,(0.1),0.1,(0.07),(0.01),(Tr),(0.05),(0.04),(0.02)
（レタス類）　サニーレタス　葉　生,94.1,(0.1),0.2,(0.14),(0.03),(0.01),(0.10),(0.07),(0.03)
（レタス類）　サンチュ　葉　生,94.5,(0.2),0.4,(0.17),(0.03),(0.01),(0.13),(0.10),(0.03)
（レタス類）　コスレタス　葉　生,94.5,0.1,0.2,0.05,0.02,Tr,0.03,0.02,0.01
れんこん　根茎　生,81.5,Tr,0.1,0.04,0.01,0.01,0.02,Tr,0.02
れんこん　根茎　ゆで,81.9,(Tr),0.1,(0.04),(0.01),(0.01),(0.02),(Tr),(0.02)
アセロラ　酸味種　生,89.9,Tr,0.1,0.02,0.01,Tr,0.01,Tr,0.01
アテモヤ　生,77.7,(0.3),0.4,(0.28),(0.14),(0.03),(0.11),(0.09),(0.02)
アボカド　生,71.3,15.5,17.5,14.84,3.03,9.96,1.85,0.12,1.72
あんず　生,89.8,(0.2),0.3,(0.21),(0.02),(0.13),(0.06),(0),(0.06)
あんず　乾,16.8,(0.1),0.4,(0.13),(0.01),(0.06),(0.06),(0),(0.06)
あんず　缶詰,79.8,(0.3),0.4,(0.27),(0.03),(0.16),(0.08),(0),(0.08)
あんず　ジャム　高糖度,34.5,(0.1),0.1,(0.07),(0.01),(0.04),(0.02),(0),(0.02)
あんず　ジャム　低糖度,48.8,(0.1),0.1,(0.07),(0.01),(0.04),(0.02),(0),(0.02)
いちご　生,90.0,0.1,0.1,0.07,0.01,0.01,0.05,0.02,0.03
いちご　ジャム　高糖度,36.0,(0.1),0.1,(0.07),(0.01),(0.01),(0.05),(0.02),(0.03)
いちご　ジャム　低糖度,50.7,(0.1),0.1,(0.07),(0.01),(0.01),(0.05),(0.02),(0.03)
いちご　乾,15.4,(0.2),0.2,(0.17),(0.02),(0.02),(0.12),(0.05),(0.07)
いちじく　生,84.6,(0.1),0.1,(0.09),(0.02),(0.02),(0.05),(0),(0.05)
いちじく　乾,18.0,(0.8),1.1,(0.76),(0.17),(0.19),(0.41),(0),(0.41)
いちじく　缶詰,79.7,(0.1),0.1,(0.09),(0.02),(0.02),(0.05),(0),(0.05)
うめ　生,90.4,(0.4),0.5,(0.35),(0.03),(0.24),(0.08),(0),(0.08)
うめ　梅漬　塩漬,72.3,(0.3),0.4,(0.28),(0.02),(0.19),(0.06),(0),(0.06)
うめ　梅漬　調味漬,80.2,(0.4),0.5,(0.35),(0.03),(0.24),(0.08),(0),(0.08)
うめ　梅干し　塩漬,72.2,(0.5),0.7,(0.49),(0.04),(0.34),(0.11),(0),(0.11)
うめ　梅干し　調味漬,68.7,(0.4),0.6,(0.42),(0.04),(0.29),(0.09),(0),(0.09)
うめ　梅びしお,42.4,(0.4),0.5,(0.35),(0.03),(0.24),(0.08),(0),(0.08)
オリーブ　塩漬　グリーンオリーブ,75.6,(14.6),15.0,(13.97),(2.53),(10.63),(0.82),(0.12),(0.69)
オリーブ　塩漬　ブラックオリーブ,81.6,12.0,12.3,11.46,2.07,8.72,0.67,0.10,0.57
かき　甘がき　生,83.1,0.1,0.2,0.09,0.02,0.04,0.03,0.02,Tr
かき　渋抜きがき　生,82.2,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(0.01),(Tr)
かき　干しがき,24.0,(0.8),1.7,(0.74),(0.15),(0.36),(0.22),(0.19),(0.04)
（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,87.2,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,86.9,Tr,0.1,0.04,0.01,0.02,0.01,Tr,0.01
（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,87.8,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,87.4,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,88.5,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,89.3,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,86.7,(0),Tr,(Tr),(0),(Tr),(Tr),(0),(0)
（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,84.9,(Tr),Tr,(0.01),(Tr),(0.01),(Tr),(Tr),(Tr)
（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,87.4,(Tr),Tr,(0.01),(Tr),(0.01),(Tr),(Tr),(Tr)
（かんきつ類）　うんしゅうみかん　缶詰　果肉,83.8,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　うんしゅうみかん　缶詰　液汁,84.1,(Tr),0.1,(0.04),(0.01),(0.02),(0.01),(Tr),(0.01)
（かんきつ類）　オレンジ　ネーブル　砂じょう　生,86.8,(0.1),0.1,(0.05),(0.01),(0.02),(0.02),(0.01),(0.02)
（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,88.7,(0.1),0.1,(0.05),(0.01),(0.02),(0.02),(0.01),(0.01)
（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,88.1,(0.1),0.1,(0.07),(0.03),(0.02),(0.03),(0.01),(0.02)
（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,88.4,(0.1),0.2,(0.10),(0.02),(0.04),(0.04),(0.01),(0.03)
（かんきつ類）　きんかん　全果　生,80.8,0.3,0.7,0.32,0.09,0.06,0.18,0.07,0.10
（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,89.0,(0.1),0.1,(0.05),(0.01),(0.01),(0.02),(0.01),(0.02)
（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,88.7,(0.1),0.1,(0.05),(0.01),(0.01),(0.03),(0.01),(0.02)
（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,90.1,(0.1),0.1,(0.05),(0.01),(0.01),(0.03),(0.01),(0.02)
（かんきつ類）　ゆず　果皮　生,83.7,0.1,0.5,0.07,0.03,0.01,0.04,0.01,0.02
（かんきつ類）　レモン　全果　生,85.3,0.2,0.7,0.18,0.05,0.02,0.11,0.04,0.07
（かんきつ類）　レモン　果汁　生,90.5,(0.1),0.2,(0.05),(0.02),(0.01),(0.03),(0.01),(0.02)
キウイフルーツ　緑肉種　生,84.7,0.2,0.2,0.17,0.02,0.03,0.12,0.10,0.03
キウイフルーツ　黄肉種　生,83.2,(0.2),0.2,(0.17),(0.05),(0.02),(0.09),(0.04),(0.05)
ココナッツ　ココナッツミルク,78.8,14.9,16.0,14.08,13.20,0.76,0.13,0,0.13
さくらんぼ　国産　生,83.1,(0.1),0.2,(0.14),(0.04),(0.05),(0.05),(0.03),(0.03)
さくらんぼ　米国産　生,81.1,(0.1),0.1,(0.07),(0.02),(0.02),(0.03),(0.01),(0.01)
さくらんぼ　米国産　缶詰,81.5,(0.1),0.1,(0.07),(0.02),(0.02),(0.03),(0.01),(0.01)
すいか　赤肉種　生,89.6,(0.1),0.1,(0.07),(0.01),(0.02),(0.03),(0),(0.03)
（すぐり類）　赤すぐり　冷凍,86.0,0.1,0.3,0.05,0.02,0.01,0.02,0.01,0.01
（すぐり類）　カシス　冷凍,79.4,1.1,1.6,1.08,0.17,0.13,0.77,0.17,0.60
スターフルーツ　生,91.4,(0.1),0.1,(0.07),(0.01),(0.01),(0.06),(0.01),(0.05)
（すもも類）　プルーン　生,86.2,(0.1),0.1,(0.07),(0.01),(0.05),(0.02),(0),(0.02)
（すもも類）　プルーン　乾,33.3,(0.1),0.2,(0.09),(0.04),(0.02),(0.03),(0.01),(0.02)
チェリモヤ　生,78.1,(0.2),0.3,(0.21),(0.10),(0.02),(0.08),(0.07),(0.01)
ドリアン　生,66.4,2.8,3.3,2.64,1.18,1.18,0.28,0.12,0.16
（なし類）　日本なし　生,88.0,(0.1),0.1,(0.05),(0.01),(0.02),(0.02),(0),(0.02)
（なし類）　日本なし　缶詰,80.5,(0.1),0.1,(0.05),(0.01),(0.02),(0.02),(0),(0.02)
（なし類）　中国なし　生,86.8,(0.1),0.1,(0.05),(0.01),(0.02),(0.02),(0),(0.02)
（なし類）　西洋なし　生,84.9,(0.1),0.1,(0.14),(0.02),(0.06),(0.07),(0),(0.07)
（なし類）　西洋なし　缶詰,78.8,(0.1),0.1,(0.05),(0.01),(0.02),(0.02),(0),(0.02)
なつめやし　乾,24.8,(Tr),0.2,(0.04),(0.02),(0.02),(0.01),(Tr),(0.01)
パインアップル　生,85.2,(0.1),0.1,(0.07),(0.01),(0.02),(0.05),(0.02),(0.03)
パインアップル　果実飲料　ストレートジュース,88.2,(0.1),0.1,(0.05),(0.01),(0.01),(0.04),(0.02),(0.02)
パインアップル　果実飲料　濃縮還元ジュース,88.3,(0.1),0.1,(0.05),(0.01),(0.01),(0.04),(0.02),(0.02)
パインアップル　果実飲料　50%果汁入り飲料,87.3,(0.1),0.1,(0.05),(0.01),(0.01),(0.04),(0.02),(0.02)
パインアップル　缶詰,78.9,(0.1),0.1,(0.05),(0.01),(0.01),(0.03),(0.01),(0.02)
パインアップル　砂糖漬,12.0,(0.1),0.2,(0.10),(0.02),(0.02),(0.07),(0.03),(0.04)
バナナ　生,75.4,(0.1),0.2,(0.13),(0.07),(0.02),(0.04),(0.02),(0.03)
バナナ　乾,14.3,(0.2),0.4,(0.26),(0.15),(0.03),(0.07),(0.03),(0.05)
パパイア　完熟　生,89.2,(0.2),0.2,(0.16),(0.06),(0.06),(0.04),(0.04),(0.01)
パパイア　未熟　生,88.7,(0.1),0.1,(0.08),(0.03),(0.03),(0.02),(0.02),(Tr)
びわ　生,88.6,(0.1),0.1,(0.07),(0.02),(Tr),(0.05),(0.01),(0.04)
びわ　缶詰,79.6,(0.1),0.1,(0.07),(0.02),(Tr),(0.05),(0.01),(0.04)
ぶどう　皮なし　生,83.5,Tr,0.1,0.03,0.01,Tr,0.01,Tr,0.01
ぶどう　皮つき　生,81.7,Tr,0.2,0.04,0.02,Tr,0.02,Tr,0.02
ぶどう　皮つき　シャインマスカット　生,82.5,Tr,0.2,0.03,0.01,Tr,0.02,Tr,0.01
ぶどう　干しぶどう,14.5,(0.1),0.2,(0.06),(0.03),(0.01),(0.03),(0.01),(0.02)
ぶどう　果実飲料　ストレートジュース,84.8,(0.1),0.2,(0.06),(0.03),(0.01),(0.03),(0.01),(0.02)
ぶどう　果実飲料　濃縮還元ジュース,87.2,(0.1),0.3,(0.10),(0.04),(0.01),(0.04),(0.01),(0.03)
ぶどう　果実飲料　70%果汁入り飲料,86.8,(Tr),Tr,(0.01),(0.01),(Tr),(0.01),(Tr),(Tr)
ぶどう　果実飲料　10%果汁入り飲料,86.9,(Tr),Tr,(0.01),(0.01),(Tr),(0.01),(Tr),(Tr)
ぶどう　缶詰,78.9,(Tr),0.1,(0.03),(0.01),(Tr),(0.01),(Tr),(0.01)
ぶどう　ジャム,51.4,(Tr),0.1,(0.03),(0.01),(Tr),(0.01),(Tr),(0.01)
ブルーベリー　生,86.4,(0.1),0.1,(0.07),(0.01),(0.01),(0.04),(0.02),(0.03)
ブルーベリー　ジャム,55.1,(0.2),0.3,(0.20),(0.03),(0.04),(0.13),(0.05),(0.08)
ブルーベリー　乾,21.9,(1.5),1.9,(1.43),(0.15),(0.30),(0.98),(0.12),(0.86)
マルメロ　生,84.2,(0.1),0.1,(0.10),(0.01),(0.04),(0.05),(0),(0.05)
