名前,エネルギー,ビタミンA,ビタミンC,ビタミンD,ビタミンE,ビタミンK,ナイアシン,パントテン酸,ビオチン,ビタミンB₁,ビタミンB₁₂,ビタミンB₂,ビタミンB₆,葉酸,カリウム,カルシウム,クロム,セレン,マグネシウム,マンガン,モリブデン,ヨウ素,リン,亜鉛,鉄,銅,食塩相当量,たんぱく質,炭水化物,脂質,n-3系脂肪酸,n-6系脂肪酸,飽和脂肪酸,食物繊維
きゅうり　漬物　ぬかみそ漬,28,18,22,(0),0.2,110,1.9,0.93,1.2,0.26,0,0.05,0.20,22,610,22,1,1,48,0.14,7,1,88,0.2,0.3,0.11,5.3,-,-,0.1,(0.01),(Tr),(0.01),1.5
きゅうり　漬物　ピクルス　スイート型,70,4,0,(0),0.1,32,(0.2),0,-,Tr,(0),0.01,0.04,2,18,25,-,-,6,0,-,-,16,0.1,0.3,0.04,1.1,(0.2),(17.4),0.1,(0.01),(0.01),(0.02),1.7
きゅうり　漬物　ピクルス　サワー型,13,1,0,(0),Tr,15,(0.3),0,-,0.02,(0),0.06,0,1,11,23,-,-,24,0.20,-,-,5,0.1,1.2,0.04,2.5,(1.0),-,Tr,,,,1.4
ぎょうじゃにんにく　葉　生,35,170,59,0,0.4,320,(1.7),0.39,-,0.10,(0),0.16,0.15,85,340,29,-,-,22,-,-,-,30,0.4,1.4,0.16,0,(2.4),-,0.2,(0.03),(0.03),(0.02),3.3
キンサイ　茎葉　生,16,150,15,(0),1.2,180,(0.8),0.35,-,0.05,(0),0.11,0.08,47,360,140,-,-,26,0.52,-,-,56,0.5,0.5,0.02,0.1,(0.9),-,0.4,(0.02),(0.11),(0.06),2.5
キンサイ　茎葉　ゆで,15,130,7,(0),1.2,210,(0.6),0.34,-,0.03,(0),0.06,0.05,31,320,140,-,-,24,0.42,-,-,56,0.5,0.5,0.02,0.1,(0.9),-,0.4,(0.02),(0.11),(0.06),2.9
クレソン　茎葉　生,13,230,26,(0),1.6,190,(1.0),0.30,4.0,0.10,(0),0.20,0.13,150,330,110,1,2,13,-,20,2,57,0.2,1.1,0.05,0.1,(1.5),(0.5),0.1,(0.02),(0.01),(0.03),2.5
くわい　塊茎　生,128,(0),2,(0),3.0,1,3.0,0.78,7.2,0.12,(0),0.07,0.34,140,600,5,Tr,1,34,0.13,4,1,150,2.2,0.8,0.71,0,-,-,0.1,,,,2.4
くわい　塊茎　ゆで,129,(0),0,(0),3.1,1,2.6,0.75,-,0.10,(0),0.06,0.30,120,550,5,-,-,32,0.12,-,-,140,2.1,0.8,0.59,0,-,-,0.1,,,,2.8
ケール　葉　生,26,240,81,(0),2.4,210,(1.3),0.31,4.0,0.06,(0),0.15,0.16,120,420,220,1,4,44,0.55,38,1,45,0.3,0.8,0.05,0,(1.6),(1.2),0.4,0.04,0.02,0.03,3.7
コールラビ　球茎　生,21,1,45,(0),0,7,(0.3),0.20,-,0.04,(0),0.05,0.09,73,240,29,-,-,15,0.07,-,-,29,0.1,0.2,0.02,0,(0.6),(2.2),0,,,,1.9
コールラビ　球茎　ゆで,20,1,37,(0),0,8,(0.3),0.20,-,0.03,(0),0.05,0.06,71,210,27,-,-,14,0.07,-,-,28,0.1,0.2,0.02,0,(0.6),(2.2),Tr,,,,2.3
こごみ　若芽　生,25,100,27,(0),1.7,120,(3.5),0.60,-,0,(0),0.12,0.03,150,350,26,-,-,31,0.33,-,-,69,0.7,0.6,0.26,0,(2.2),-,0.2,,,,5.2
（ごぼう類）　ごぼう　根　生,58,Tr,3,(0),0.6,Tr,0.6,0.23,1.3,0.05,(0),0.04,0.10,68,320,46,1,1,54,0.18,1,2,62,0.8,0.7,0.21,0,1.1,1.1,0.1,(Tr),(0.04),(0.02),5.7
（ごぼう類）　ごぼう　根　ゆで,50,(0),1,(0),0.6,Tr,(0.4),0.19,-,0.03,(0),0.02,0.09,61,210,48,-,-,40,0.16,-,-,46,0.7,0.7,0.16,0,(0.9),(0.9),0.2,(Tr),(0.07),(0.03),6.1
（ごぼう類）　堀川ごぼう　根　生,55,Tr,4,-,0.4,Tr,1.3,0.08,2.6,0.08,0.1,0.06,0.09,49,540,70,3,1,62,0.55,6,2,130,0.9,2.2,0.22,0,-,-,0.2,,,,18.3
こまつな　葉　生,13,260,39,(0),0.9,210,1.6,0.32,2.9,0.09,(0),0.13,0.12,110,500,170,2,1,12,0.13,10,2,45,0.2,2.8,0.06,0,1.3,0.3,0.2,0.06,0.01,0.02,1.9
こまつな　葉　ゆで,14,260,21,(0),1.5,320,(0.9),0.23,-,0.04,(0),0.06,0.06,86,140,150,-,-,14,0.17,-,-,46,0.3,2.1,0.07,0,(1.4),(0.3),0.1,(0.03),(Tr),(0.01),2.4
コリアンダー　葉　生,18,150,40,0,1.9,190,1.5,0.52,6.2,0.09,-,0.11,0.11,69,590,84,2,Tr,16,0.39,23,2,59,0.4,1.4,0.09,0,-,-,0.4,,,,4.2
ザーサイ　漬物,20,1,0,(0),0.2,24,(1.1),0.35,-,0.04,(0),0.07,0.09,14,680,140,-,-,19,0.34,-,-,67,0.4,2.9,0.10,13.7,(2.0),-,0.1,,,,4.6
さんとうさい　葉　生,12,96,35,(0),0.8,100,(0.7),0.17,-,0.03,(0),0.07,0.08,130,360,140,-,-,14,0.16,-,-,27,0.3,0.7,0.04,0,(0.8),-,0.2,(0.05),(0.01),(0.02),2.2
さんとうさい　葉　ゆで,14,130,22,(0),0.9,140,(0.5),0.12,-,0.02,(0),0.05,0.05,74,240,130,-,-,13,0.20,-,-,30,0.4,0.6,0.04,0,(1.1),-,0.3,(0.07),(0.01),(0.03),2.5
さんとうさい　塩漬,18,140,44,(0),1.0,150,(0.9),0.21,-,0.04,(0),0.12,0.10,98,420,190,-,-,17,0.16,-,-,35,0.4,0.6,0.06,2.3,(1.1),-,0.3,(0.07),(0.01),(0.03),3.0
しかくまめ　若ざや　生,19,36,16,(0),0.4,63,(1.8),0.36,-,0.09,(0),0.09,0.10,29,270,80,-,-,38,0.54,-,-,48,0.3,0.7,0.09,0,(2.0),-,0.1,,,,3.2
（ししとう類）　ししとう　果実　生,24,44,57,(0),1.3,51,1.8,0.35,4.2,0.07,(0),0.07,0.39,33,340,11,1,4,21,0.18,4,0,34,0.3,0.5,0.10,0,1.3,1.2,0.3,(0.02),(0.05),(0.03),3.6
（ししとう類）　ししとう　果実　油いため,51,45,49,(0),1.3,52,(1.9),0.36,3.7,0.07,(0),0.07,0.40,34,380,15,1,4,21,0.18,4,0,39,0.3,0.6,0.10,0,(1.3),(1.2),3.2,(0.23),(0.59),(0.24),3.6
（ししとう類）　万願寺とうがらし　果実　生,26,23,83,-,0.9,18,1.2,0.12,2.4,0.04,Tr,0.03,0.2,16,220,11,Tr,0,13,0.08,3,0,31,0.2,0.3,0.04,0,-,-,0.3,,,,3.2
しそ　葉　生,32,880,26,(0),3.9,690,2.4,1.00,5.1,0.13,(0),0.34,0.19,110,500,230,2,1,70,2.01,30,6,70,1.3,1.7,0.20,0,3.1,-,0.1,0.01,0.01,0.01,7.3
しそ　実　生,32,220,5,(0),3.8,190,(3.0),0.80,-,0.09,(0),0.16,0.12,72,300,100,-,-,71,1.35,-,-,85,1.0,1.2,0.52,0,(2.7),-,0.1,0.03,0.01,0.01,8.9
じゅうろくささげ　若ざや　生,22,96,25,(0),0.5,120,(1.5),0.43,9.7,0.08,(0),0.09,0.11,150,200,31,Tr,1,36,0.66,74,1,54,0.7,0.5,0.12,0,(1.8),-,0.1,,,,4.2
じゅうろくささげ　若ざや　ゆで,28,93,16,(0),0.3,130,(1.4),0.39,9,0.09,(0),0.09,0.07,150,180,33,0,1,32,0.63,67,Tr,56,0.6,0.5,0.11,0,(2.0),-,0.1,,,,4.5
しゅんぎく　葉　生,20,380,19,(0),1.7,250,1.5,0.23,3.5,0.10,(0),0.16,0.13,190,460,120,2,2,26,0.40,12,5,44,0.2,1.7,0.10,0.2,1.9,0.4,0.3,0.07,0.03,0.02,3.2
しゅんぎく　葉　ゆで,25,440,5,(0),2.0,460,(1.2),0.13,-,0.05,(0),0.08,0.06,100,270,120,-,-,24,0.49,-,-,44,0.2,1.2,0.12,0.1,(2.2),(0.4),0.5,(0.12),(0.05),(0.04),3.7
じゅんさい　若葉　水煮びん詰,4,2,0,(0),0.1,16,0.1,0,-,0,(0),0.02,0,3,2,4,-,-,2,0.02,-,-,5,0.2,0,0.02,0,-,-,0,,,,1.0
（しょうが類）　葉しょうが　根茎　生,9,Tr,3,(0),0.1,Tr,(0.4),0.07,-,0.02,(0),0.03,0.08,14,310,15,-,-,21,4.73,-,-,21,0.4,0.4,0.05,0,(0.4),-,0.2,(0.01),(0.03),(0.05),1.6
（しょうが類）　しょうが　根茎　皮なし　生,28,Tr,2,(0),0.1,0,0.8,0.21,0.7,0.03,(0),0.02,0.13,8,270,12,1,1,27,5.01,6,0,25,0.1,0.5,0.06,0,0.7,4.2,0.3,(0.01),(0.05),(0.08),2.1
（しょうが類）　しょうが　根茎　皮なし　生　おろし,58,1,1,(0),0.3,(0),(0.6),0.07,0.5,0.02,(0),0.02,0.12,5,380,39,1,Tr,27,5.12,12,(0),24,0.2,0.8,0.05,0,(0.5),-,0.8,,,,7.4
（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,17,Tr,1,(0),0.1,(0),(0.6),0.04,0.6,0.02,(0),0.01,0.12,6,300,2,Tr,0,19,3.16,6,(0),24,0.2,0.2,0.04,0,(0.4),-,0.3,,,,0.3
（しょうが類）　しょうが　漬物　酢漬,15,0,0,(0),0.1,0,(0.1),0,0.2,0,0,0.01,0,1,25,22,2,0,6,0.41,0,0,5,Tr,0.2,0.02,5.6,(0.3),0,0.2,(0.01),(0.03),(0.06),2.2
（しょうが類）　しょうが　漬物　甘酢漬,44,0,0,(0),0.1,0,(0.1),0,0.2,0.63,0,0,0,1,13,39,2,3,4,0.37,0,1,3,Tr,0.3,0.01,2.0,(0.2),0,0.4,(0.02),(0.06),(0.10),1.8
（しょうが類）　新しょうが　根茎　生,10,Tr,2,-,0.1,Tr,(0.3),0.05,0.5,0.01,-,0.01,0.05,10,350,11,1,0,15,7.65,3,Tr,23,0.4,0.5,0.04,0,(0.2),0.8,0.3,,,,1.9
しろうり　果実　生,15,6,8,(0),0.2,29,(0.4),0.30,1.3,0.03,(0),0.03,0.04,39,220,35,0,0,12,0.05,2,5,20,0.2,0.2,0.03,0,(0.6),-,0.1,(0.01),(Tr),(0.01),1.2
しろうり　漬物　塩漬,15,6,10,(0),0.2,44,(0.2),0.30,-,0.03,(0),0.03,0.07,43,220,26,-,-,13,0.05,-,-,24,0.2,0.2,0.04,2.0,(0.7),-,0.1,(0.01),(Tr),(0.01),2.2
しろうり　漬物　奈良漬,216,2,0,(0),0.1,6,1.4,0.57,1.0,0.03,0.1,0.11,0.39,52,97,25,1,1,12,0.51,81,1,79,0.8,0.4,0.07,4.8,-,0,0.2,,,,2.6
ずいき　生ずいき　生,15,9,5,(0),0.4,9,(0.3),0.28,-,0.01,(0),0.02,0.03,14,390,80,-,-,6,2.24,-,-,13,1.0,0.1,0.03,0,(0.2),-,0,,,,1.6
ずいき　生ずいき　ゆで,10,9,1,(0),0.3,14,(0.1),0.10,-,0,(0),0,0.01,10,76,95,-,-,7,1.69,-,-,9,0.9,0.1,0.02,0,(0.2),-,0,,,,2.1
ずいき　干しずいき　乾,232,1,0,(0),0.4,19,(3.6),2.00,-,0.15,(0),0.30,0.07,30,10000,1200,-,-,120,25.00,-,-,210,5.4,9.0,0.55,0,(2.6),-,0.4,(0.05),(0.12),(0.08),25.8
ずいき　干しずいき　ゆで,9,(0),0,(0),0.1,3,(0.1),0.06,-,0,(0),0.01,0,1,160,130,-,-,8,2.35,-,-,5,0.3,0.7,0.05,0,(0.2),-,0,,,,3.1
すいぜんじな　葉　生,16,350,17,-,3.8,270,0.6,0.03,4.7,0.06,-,0.12,0.08,66,530,140,1,Tr,42,2.11,8,3,42,0.5,0.5,0.07,0,-,-,0.6,,,,4.0
すぐきな　葉　生,23,170,73,(0),3.8,280,(1.6),0.35,-,0.08,(0),0.13,0.05,200,680,150,-,-,18,0.30,-,-,58,0.3,2.6,0.06,0.1,(1.7),-,0.2,(0.06),(0.02),(0.05),4.0
すぐきな　根　生,19,(0),13,(0),0,0,(0.8),0.26,-,0.03,(0),0.03,0.01,50,310,26,-,-,8,0.05,-,-,35,0.1,0.1,0.03,0.1,(0.5),-,0.1,(0.04),(0.01),(0.01),1.7
すぐきな　すぐき漬,30,250,35,(0),2.2,270,(1.9),0.24,-,0.12,(0),0.11,0.13,110,390,130,-,-,25,0.09,-,-,76,0.4,0.9,0.08,2.2,(2.1),-,0.7,(0.28),(0.08),(0.08),5.2
ズッキーニ　果実　生,16,27,20,(0),0.4,35,(0.6),0.22,2.7,0.05,(0),0.05,0.09,36,320,24,1,Tr,25,0.15,6,Tr,37,0.4,0.5,0.07,0,(0.9),(2.3),0.1,(0.02),(0.01),(0.03),1.3
せり　茎葉　生,17,160,20,(0),0.7,160,(1.7),0.42,-,0.04,(0),0.13,0.11,110,410,34,-,-,24,1.24,-,-,51,0.3,1.6,0.15,0,(1.9),-,0.1,(Tr),(0.03),(0.02),2.5
せり　茎葉　ゆで,17,150,10,(0),0.6,160,(1.1),0.32,-,0.02,(0),0.06,0.07,61,190,38,-,-,19,1.30,-,-,40,0.2,1.3,0.10,0,(1.9),-,0.1,(Tr),(0.03),(0.02),2.8
セロリ　葉柄　生,12,4,7,(0),0.2,10,0.1,0.26,1.2,0.03,(0),0.03,0.08,29,410,39,0,0,9,0.11,2,1,39,0.2,0.2,0.03,0.1,0.4,1.4,0.1,Tr,0.03,0.02,1.5
ぜんまい　生ぜんまい　若芽　生,27,44,24,(0),0.6,34,(1.8),0.64,-,0.02,(0),0.09,0.05,210,340,10,-,-,17,0.40,-,-,37,0.5,0.6,0.15,0,(1.3),-,0.1,,,,3.8
ぜんまい　生ぜんまい　若芽　ゆで,17,36,2,(0),0.5,34,(0.9),0.12,-,0.01,(0),0.05,0,59,38,19,-,-,9,0.22,-,-,20,0.4,0.3,0.10,0,(0.8),-,0.4,,,,3.5
ぜんまい　干しぜんまい　干し若芽　乾,277,59,0,(0),1.4,120,(11.0),3.10,-,0.10,(0),0.41,0.02,99,2200,150,-,-,140,3.34,-,-,200,4.6,7.7,1.20,0.1,(10.8),-,0.6,,,,34.8
ぜんまい　干しぜんまい　干し若芽　ゆで,25,1,0,(0),0.2,20,(0.4),0,-,0,(0),0.01,0,1,19,20,-,-,9,0.20,-,-,16,0.3,0.4,0.14,0,(1.3),-,0.1,,,,5.2
そらまめ　未熟豆　生,102,20,23,(0),Tr,18,2.9,0.46,6.9,0.30,(0),0.20,0.17,120,440,22,0,Tr,36,0.21,150,0,220,1.4,2.3,0.39,0,8.3,13.2,0.2,Tr,0.05,0.03,2.6
そらまめ　未熟豆　ゆで,103,18,18,(0),Tr,19,(2.5),0.39,-,0.22,(0),0.18,0.13,120,390,22,-,-,38,0.38,-,-,230,1.9,2.1,0.33,0,(7.8),(13.7),0.2,(Tr),(0.05),(0.03),4.0
タアサイ　葉　生,12,180,31,(0),1.5,220,(1.4),0.19,-,0.05,(0),0.09,0.12,65,430,120,-,-,23,0.38,-,-,46,0.5,0.7,0.05,0.1,(1.1),-,0.2,(0.06),(0.01),(0.02),1.9
タアサイ　葉　ゆで,11,200,14,(0),1.7,230,(0.8),0.09,-,0.02,(0),0.03,0.05,42,320,110,-,-,18,0.32,-,-,43,0.4,0.6,0.04,0.1,(0.9),-,0.2,(0.06),(0.01),(0.02),2.1
（だいこん類）　かいわれだいこん　芽ばえ　生,21,160,47,(0),2.1,200,(2.0),0.29,5.6,0.08,(0),0.13,0.23,96,99,54,0,0,33,0.35,6,12,61,0.3,0.5,0.03,0,(1.8),-,0.5,(0.11),(0.02),(0.05),1.9
（だいこん類）　葉だいこん　葉　生,17,190,49,(0),1.5,220,(1.2),0.39,-,0.07,(0),0.15,0.22,130,340,170,-,-,25,0.23,-,-,43,0.4,1.4,0.05,0.1,(1.7),(1.1),0.2,(0.04),(0.01),(0.02),2.6
（だいこん類）　だいこん　葉　生,23,330,53,(0),3.8,270,1.3,0.26,-,0.09,(0),0.16,0.18,140,400,260,-,-,22,0.27,-,-,52,0.3,3.1,0.04,0.1,1.9,1.4,0.1,0.02,Tr,0.01,4.0
（だいこん類）　だいこん　葉　ゆで,24,370,21,(0),4.9,340,(0.9),0.11,-,0.01,(0),0.06,0.10,54,180,220,-,-,22,0.25,-,-,62,0.2,2.2,0.03,0.1,(1.9),(1.3),0.1,(0.02),(Tr),(0.01),3.6
（だいこん類）　だいこん　根　皮つき　生,15,(0),12,(0),0,Tr,0.4,0.12,0.3,0.02,(0),0.01,0.04,34,230,24,0,1,10,0.04,3,3,18,0.2,0.2,0.02,0,0.4,2.7,0.1,0.02,0.01,0.01,1.4
（だいこん類）　だいこん　根　皮つき　ゆで,15,(0),9,(0),0,0,(0.3),0.10,-,0.02,(0),0.01,0.03,38,210,24,-,-,9,0.05,-,-,18,0.2,0.2,0.02,0,(0.3),(2.8),Tr,,,,1.6
（だいこん類）　だいこん　根　皮なし　生,15,(0),11,(0),0,Tr,0.3,0.11,0.3,0.02,(0),0.01,0.05,33,230,23,0,1,10,0.04,2,3,17,0.1,0.2,0.02,0,0.3,2.9,0.1,(0.02),(0.01),(0.01),1.3
（だいこん類）　だいこん　根　皮なし　生　おろし,25,(0),7,(0),(0),0,(0.3),0.07,0.4,0.02,(0),0.01,0.04,23,190,63,(0),Tr,23,0.06,2,1,19,0.3,0.3,0.02,0.1,(0.5),-,0.2,,,,5.1
（だいこん類）　だいこん　根　皮なし　生　おろし汁,12,(0),7,(0),(0),0,(0.2),0.07,0.2,0.02,(0),0.01,0.03,21,140,14,(0),0,9,0.01,1,3,13,0.1,0.1,0.01,0.1,(0.2),-,Tr,,,,0.1
（だいこん類）　だいこん　根　皮なし　生　おろし水洗い,23,(0),6,(0),(0),0,(0.2),0.05,0.4,0.02,(0),0.01,0.03,19,170,57,(0),Tr,21,0.06,2,1,16,0.2,0.2,0.01,0.1,(0.4),-,0.1,,,,4.7
（だいこん類）　だいこん　根　皮なし　ゆで,15,(0),9,(0),0,0,(0.3),0.08,0.3,0.02,(0),0.01,0.04,33,210,25,0,1,10,0.05,2,3,14,0.1,0.2,0.01,0,(0.4),2.5,0.1,(0.02),(0.01),(0.01),1.7
（だいこん類）　切干しだいこん　乾,280,0,28,(0),0,Tr,(6.1),1.24,5.9,0.35,(0),0.20,0.29,210,3500,500,3,2,160,0.74,29,20,220,2.1,3.1,0.13,0.5,(7.3),-,0.8,(0.14),(0.04),(0.10),21.3
（だいこん類）　切干しだいこん　ゆで,13,0,0,(0),0,0,(0.2),0.04,-,0.01,(0),Tr,0.01,7,62,60,-,-,14,0.08,-,-,10,0.2,0.4,0.02,0,(0.7),-,0.1,(0.02),(0.01),(0.01),3.7
（だいこん類）　切干しだいこん　油いため,78,0,0,(0),0.9,7,(0.4),0.07,-,0.02,(0),0.02,0.02,12,110,91,-,-,22,0.14,-,-,18,0.3,0.7,0.03,0,(1.1),-,6.0,(0.48),(1.09),(0.44),5.6
（だいこん類）　漬物　いぶりがっこ,76,0,0,-,Tr,0,(1.0),0.22,0.5,0.08,-,0.02,0.12,10,350,42,0,1,31,0.47,6,2,77,0.3,0.4,0.03,3.5,(0.8),-,0.3,,,,7.1
（だいこん類）　漬物　ぬかみそ漬,29,(0),15,(0),0,1,(2.9),0.43,-,0.33,0,0.04,0.22,98,480,44,-,-,40,0.13,-,-,44,0.1,0.3,0.02,3.8,(1.0),-,0.1,,,,1.8
（だいこん類）　漬物　たくあん漬　塩押しだいこん漬,43,(0),40,(0),Tr,0,(0.2),0.03,0.2,0.01,0,0.01,0.01,10,56,16,1,0,5,0.06,3,2,12,0.1,0.2,0.03,3.3,(0.5),0,0.3,,,,2.3
（だいこん類）　漬物　たくあん漬　干しだいこん漬,23,(0),12,(0),0,0,(1.9),0.66,-,0.21,(0),0.03,0.22,47,500,76,-,-,80,0.89,-,-,150,0.8,1.0,0.05,2.5,(1.4),-,0.1,,,,3.7
（だいこん類）　漬物　守口漬,194,(0),0,(0),0,0,1.6,0.19,-,0.05,(0),0.17,0.32,45,100,26,-,-,9,0.69,-,-,72,0.8,0.7,0.12,3.6,-,-,0.2,,,,3.3
（だいこん類）　漬物　べったら漬,53,(0),49,(0),Tr,0,(0.1),0.07,-,Tr,12.0,0.11,0,0,190,15,Tr,0,6,0.03,3,1,24,0.1,0.2,0.02,2.8,(0.3),0,0.2,,,,1.6
（だいこん類）　漬物　みそ漬,52,0,0,0,Tr,0,0.5,0.04,0.8,3.70,Tr,0.01,0.01,9,80,18,6,1,12,0.13,7,1,42,0.2,0.3,0.03,7.2,-,0,0.3,,,,2.1
（だいこん類）　漬物　福神漬,137,8,0,(0),0.1,7,0.5,0,1.1,0.02,(0),0.10,0,3,100,36,2,3,13,0.15,12,5,29,0.1,1.3,0.05,5.1,-,-,0.1,,,,3.9
（たいさい類）　つまみな　葉　生,19,160,47,(0),1.4,270,(1.7),0.33,-,0.06,(0),0.14,0.10,65,450,210,-,-,30,0.22,-,-,55,0.4,3.3,0.07,0.1,(1.7),-,0.3,0.06,0.01,0.03,2.3
（たいさい類）　たいさい　葉　生,15,130,45,(0),0.9,110,(0.8),0.14,-,0.07,(0),0.07,0.08,120,340,79,-,-,22,0.76,-,-,49,0.7,1.1,0.03,0.1,(0.8),-,0.1,(0.02),(Tr),(0.01),1.6
（たいさい類）　たいさい　塩漬,19,180,41,(0),1.1,140,(1.1),0.19,-,0.03,(0),0.07,0.10,120,330,78,-,-,22,0.73,-,-,45,1.0,1.3,0.05,1.8,(1.4),-,0.1,(0.02),(Tr),(0.01),2.5
たかな　葉　生,21,190,69,(0),0.8,120,(0.9),0.27,2.1,0.06,(0),0.10,0.16,180,300,87,4,Tr,16,0.24,4,2,35,0.3,1.7,0.04,0.1,(1.5),-,0.2,,,,2.5
たかな　たかな漬,30,200,Tr,(0),1.6,300,(0.8),0.08,0.6,0.01,0.1,0.03,0.03,23,110,51,2,Tr,13,0.09,16,1,24,0.2,1.5,0.06,4.0,(1.5),0,0.6,,,,4.0
たけのこ　若茎　生,27,1,10,(0),0.7,2,1.2,0.63,0.8,0.05,(0),0.11,0.13,63,520,16,0,1,13,0.68,2,4,62,1.3,0.4,0.13,0,2.5,1.4,0.2,(0.01),(0.08),(0.05),2.8
たけのこ　若茎　ゆで,31,1,8,0,1.0,2,(1.1),0.63,-,0.04,(0),0.09,0.06,63,470,17,-,-,11,0.55,-,-,60,1.2,0.4,0.13,0,(2.4),(1.6),0.2,(0.01),(0.08),(0.05),3.3
たけのこ　水煮缶詰,22,(0),0,(0),1.0,1,(0.5),0.10,0.8,0.01,(0),0.04,0.02,36,77,19,1,0,4,0.68,0,0,38,0.4,0.3,0.04,0,(1.9),(2.3),0.2,(0.01),(0.08),(0.05),2.3
たけのこ　めんま　塩蔵　塩抜き,15,(0),0,(0),Tr,Tr,(0.1),0,-,0,(0),0,0,1,6,18,-,-,3,0.03,-,-,11,Tr,0.2,0.02,0.9,(0.7),-,0.5,(0.03),(0.19),(0.12),3.5
（たまねぎ類）　たまねぎ　りん茎　生,33,0,7,0,Tr,0,0.3,0.17,0.6,0.04,0,0.01,0.14,15,150,17,0,1,9,0.15,1,1,31,0.2,0.3,0.05,0,0.7,7.0,0.1,Tr,0.02,0.01,1.5
（たまねぎ類）　たまねぎ　りん茎　水さらし,24,Tr,5,(0),Tr,Tr,(0.2),0.14,-,0.03,(0),0.01,0.09,11,88,18,-,-,7,0.10,-,-,20,0.1,0.2,0.04,0,(0.4),(4.0),0.1,(Tr),(0.02),(0.01),1.5
（たまねぎ類）　たまねぎ　りん茎　ゆで,30,Tr,5,(0),0,Tr,(0.2),0.15,0.5,0.03,(0),0.01,0.11,11,110,18,1,0,7,0.12,1,0,25,0.1,0.2,0.05,0,(0.5),4.8,0.1,(Tr),(0.02),(0.01),1.7
（たまねぎ類）　たまねぎ　りん茎　油いため,100,0,9,(0),0.9,7,(0.4),0.29,-,0.04,(0),0.02,0.22,21,210,24,-,-,11,0.18,-,-,47,0.3,0.2,0.08,0,(0.9),(8.0),5.9,(0.44),(1.11),(0.42),2.7
（たまねぎ類）　たまねぎ　りん茎　油いため　（あめ色たまねぎ）,208,Tr,0,-,4.5,0,(1.0),0.62,2.0,0.12,-,0.03,0.45,33,490,47,Tr,Tr,28,0.44,4,4,98,0.5,0.9,0.13,0,(2.1),-,6.8,,,,-
（たまねぎ類）　赤たまねぎ　りん茎　生,34,(0),7,(0),0.1,Tr,(0.3),0.15,-,0.03,(0),0.02,0.13,23,150,19,-,-,9,0.14,-,-,34,0.2,0.3,0.04,0,(0.6),(7.3),0.1,(Tr),(0.02),(0.01),1.7
（たまねぎ類）　葉たまねぎ　りん茎及び葉　生,33,120,32,(0),1.1,92,(0.9),0.13,-,0.06,(0),0.11,0.16,120,290,67,-,-,14,0.35,-,-,45,0.3,0.6,0.03,0,(1.2),(5.1),0.4,,,,3.0
たらのめ　若芽　生,27,48,7,(0),2.4,99,3.2,0.53,6.7,0.15,(0),0.20,0.22,160,460,16,0,1,33,0.47,1,0,120,0.8,0.9,0.35,0,-,-,0.2,,,,4.2
たらのめ　若芽　ゆで,27,50,3,(0),2.0,97,2.0,0.23,-,0.07,(0),0.11,0.11,83,260,19,-,-,28,0.44,-,-,92,0.7,0.9,0.30,0,-,-,0.2,,,,3.6
チコリ　若芽　生,17,1,2,(0),0.2,8,(0.4),0.14,1.1,0.06,(0),0.02,0.03,41,170,24,1,0,9,0.07,1,1,25,0.2,0.2,0.05,0,(0.8),(0.8),Tr,,,,1.1
ちぢみゆきな　葉　生,35,350,69,(0),-,390,(2.9),0.29,-,0.09,(0),0.21,-,180,570,180,-,-,30,0.41,-,-,88,0.9,3.0,0.09,0,(3.2),-,0.6,,,,3.9
ちぢみゆきな　葉　ゆで,34,500,39,(0),-,500,(2.1),0.27,-,0.06,(0),0.12,-,120,320,130,-,-,21,0.32,-,-,82,0.7,1.4,0.09,0,(3.3),-,0.7,,,,4.3
チンゲンサイ　葉　生,9,170,24,(0),0.7,84,0.6,0.17,1.3,0.03,(0),0.07,0.08,66,260,100,1,1,16,0.12,7,Tr,27,0.3,1.1,0.07,0.1,0.7,0.4,0.1,(0.03),(0.02),(0.01),1.2
チンゲンサイ　葉　ゆで,11,220,15,(0),0.9,120,(0.7),0.12,-,0.03,(0),0.05,0.04,53,250,120,-,-,17,0.17,-,-,27,0.2,0.7,0.06,0.1,(1.0),(0.5),0.1,(0.03),(0.02),(0.01),1.5
チンゲンサイ　葉　油いため,36,250,21,(0),1.4,110,(0.6),0.12,-,0.03,(0),0.06,0.05,62,230,92,-,-,16,0.12,-,-,27,0.3,0.9,0.07,0.1,(0.8),(0.5),3.2,(0.27),(0.60),(0.24),1.4
つくし　胞子茎　生,31,88,33,(0),4.9,19,2.8,0.90,-,0.07,(0),0.14,0.35,110,640,50,-,-,33,0.22,-,-,94,1.1,2.1,0.22,0,-,-,0.1,,,,8.1
つくし　胞子茎　ゆで,28,96,15,(0),3.6,17,1.7,0.48,-,Tr,(0),0.10,0.21,74,340,58,-,-,26,0.18,-,-,82,1.0,1.1,0.16,0,-,-,0.1,,,,6.7
つるな　茎葉　生,15,230,22,(0),1.3,310,1.3,0.46,-,0.08,(0),0.30,0.13,90,300,48,-,-,35,0.81,-,-,75,0.5,3.0,0.06,0,-,-,0.1,,,,2.3
つるにんじん　根　生,55,1,6,0,3.6,0,0.6,0.28,1.5,0.06,-,0.05,0.41,16,190,61,16,1,33,0.40,7,2,75,0.5,5.9,0.11,0,-,-,0.7,,,,17.1
